X,Y,NOMBRE,TIPO_AREA,SHAPE_Leng,SHAPE_Area,datos_com_conb_Comuna,datos_com_conb_Pob_Comun_2002,datos_com_conb_Conurbacion,datos_com_conb_Pob_Conurb_2002,datos_com_conb_vehicle,datos_com_conb_motor vehicle,datos_com_conb_Non-motorized vehicle,datos_com_conb_private transport,datos_com_conb_public transport,datos_com_conb_CO2(movil transport sources),datos_com_conb_Green spaces,datos_com_conb_Iliteracy,datos_com_conb_Municipal spending(M$/hab),datos_com_conb_Unemployment,datos_com_conb_Crime reports,datos_com_conb_Arrested person,datos_com_conb_Companies,datos_com_conb_Sales,datos_com_conb_workers,datos_com_conb_Income(workers),datos_com_conb_Professional technicians,datos_com_conb_University Professional,datos_com_conb_Professionals,datos_com_conb_Solid Waste,datos_com_conb_Municipal spending for Power Consumption,datos_com_conb_Municipal spending for Water Consumption,"datos_com_conb_Municipal Spending cleaning services, garbage collection, landfill",datos_com_conb_Deaths,datos_com_conb_Birthrate,datos_com_conb_Year of scholarship,datos_com_conb_Offence Against Property,datos_com_conb_Offence Against the Person,datos_com_conb_Burglary,datos_com_conb_Robbery,datos_com_conb_Injuries,datos_com_conb_Indigenous,datos_com_conb_Emergency attendence,datos_com_conb_Respiratory Diseases,datos_com_conb_Cardiovascular Diseases,datos_com_conb_Hospitalizations,datos_com_conb_Street length
245662.340659378,5996546.40418765,Parral,Ciudad,15763.41524090000,4698297.56857000012,Parral,37822,Parral,26397,5218,5039,179,4386,229,,3316989.4,858.6558461,17598.5766,703.602666,597,118,3331,4813441.09,6567,482905.1811,1369.1564,1323.77,2692.9264,11366,336068,19009,477209,302,563,107338.836,344.00016728,252.9951402,125.1416514,27.591149,211.859933,298.7938,71762,20072,1323,2719,97837.89652
227516.537636642,6124696.62963743,Licanten,Pueblo,4757.78963965000,972720.09418300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296035.642981293,6126598.46398455,Curico,Ciudad,24273.75313820000,15240088.34710000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200394.361993521,6014309.49338075,Cauquenes,Ciudad,17713.65353720000,5576394.11577000003,Cauquenes,41217,Cauquenes,30771,6068,5974,94,4750,620,,65947.2,1746.281856,22001.6346,694.4198943,679,119,2899,3193830.85,6712,482564.1755,927.3825,1541.5158,2468.8983,12805,354192,104380,593486,331,538,122270.2305,352.00018689,326.9991912,153.2241975,25.5380532,281.9036715,280.2756,72151,27644,1857,1905,87666.18793
324457.767820481,6315498.35523728,Lampa,Ciudad,5816.15767511000,829864.65694300004,Lampa,40228,Gran Santiago,5638820,,,,,,45337.91,40228,678.2762624,35473.0504,1015.87285664,,,2379,58581336.61,27022,4558111.1287,1407.98,1910.83,3318.81,24784,,,,,,121514.30592,414.00002552,287.9962748,270.2597496,59.5615768,183.13797,1456.2536,93496,35686,1892,,176242.13645
343969.338144544,6325193.50331006,Colina,Ciudad,11433.10868130000,3600986.04616999999,Colina,77815,Gran Santiago,5638820,24709,24403,306,22265,831,86806.6,85596.5,1132.9474925,55972.3295,1531.010125,1221,642,3047,39599121.91,26755,3027203.7835,3081.474,4318.7325,7400.2065,36265,849085,132398,2087500,376,2054,272177.41625,598.9996381,621.9986395,366.7810025,139.460043,379.4492845,2412.265,57287,26585,1642,0,163473.98693
374531.826672599,6277059.693667,San Jose de Maipo,Pueblo,5891.21842918000,823978.44976300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294804.155144072,6270442.05133213,Melipilla,Ciudad,18590.65525710000,6192169.68721999973,Melipilla,94540,Melipilla,53522,12085,11499,586,9458,1103,,141810,1414.3184,37579.65,1622.930364,1569,536,6152,34977309.81,26841,2578153.8365,4415.018,4415.018,8830.036,39508,757005,120141,1143752,649,1786,292162.6344,1015.9986904,553.002276,564.469978,102.538084,397.710872,1058.848,148905,51172,3744,3157,197660.60488
270793.84389941,6089903.16042681,San Rafael,Pueblo,8598.82503299000,1459166.71444000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274074.385243678,6064966.40489879,San Clemente,Ciudad,13943.34679980000,2523693.18469000002,San Clemente,37261,Talca,210339,3490,3374,116,2893,78,,70795.9,1465.0130936,17285.3779,911.0165456,376,122,2241,2632216.78,5367,372178.8945,678.1502,599.9021,1278.0523,18443,389681,101051,666954,199,582,96933.37367,210.99972775,164.9954341,99.3899914,7.7950012,151.0374635,272.0053,51309,20061,763,,43015.44076
306119.683204176,6129577.09009761,Romeral,Ciudad,6938.59783423000,678740.35012900003,Romeral,3675,Curicó,104124,6077,5590,487,4986,180,,,,,,162,36,1130,7350251.51,18566,863793.1609,,,,6741,143215,17696,25480,57,175,,,,,,,,,,,,14184.77262
298280.820082083,6111762.58125624,Pichingal,Pueblo,4139.07662084000,385253.49023200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256262.932566448,6066045.96527098,Maule,Pueblo,4042.44034191000,582709.89705200004,Maule,16837,Talca,210339,834,812,22,726,31,,45459.9,834.23361468,9090.2963,343.070712,241,11,1282,2717423.21,3262,243744.8147,255.9224,399.0369,654.9593,9651,318426,42950,439665,155,625,55998.1783,150.99977221,89.9988161,86.2929924,7.5042509,76.9130997,215.5136,,,,,24476.50647
224611.371757736,6112246.1825922,Curepto,Pueblo,8037.02288651000,1101675.86297999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332062.607014905,6332019.2319829,Huertos Familiares,Pueblo,7618.82591599000,2574407.54565999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302948.936373881,6289448.51177195,Maria Pinto,Pueblo,2814.68422321000,288999.09648000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325829.316350676,6279926.17135159,Peaflor,Ciudad,15964.69992840000,7294485.06469999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345805.418767278,6327062.71205791,Esmeralda,Pueblo,2468.90136111000,275114.40253600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315584.816521428,6271640.59318843,El Monte,Ciudad,7863.81050089000,2322335.65285999980,El Monte,26459,El Monte,22284,3979,3681,298,2765,343,,42334.4,407.0611314,20368.1382,959.5012383,519,129,1111,5633676.37,4310,442041.009,963.1076,1034.5469,1997.6545,12621,170150,23423,69431,185,539,95766.76296,379.99965997,138.9997106,253.344925,22.7706154,102.475707,470.9702,27788,10929,657,,23336.81834
300518.550306232,6274412.70360692,Pomaire,Pueblo,4460.20491510000,693349.91798400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327809.980529783,6265467.68416373,La Islita,Pueblo,3993.04151277000,472076.45821900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331360.675112661,6321578.9352554,Batuco,Pueblo,6509.84824702000,1709109.42892999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338106.863072418,6273276.08176665,Lo Herrera,Pueblo,3575.72695730000,467489.80601700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336918.040357989,6252787.01001707,Champa,Pueblo,2013.99857981000,172013.57482700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347999.136037046,6255245.54910544,Huelquen,Pueblo,5956.74926582000,729561.70082200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346095.428855258,6261376.04696,El Transito,Pueblo,2412.94750245000,235044.11468500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333840.850033215,6260913.71390495,Viluco,Pueblo,2737.88118344000,205450.61147700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378074.261223727,6266908.66688593,San Alfonso,Pueblo,3861.53836467000,475610.86396200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319987.967478395,6337777.48545109,Tiltil,Pueblo,4271.30746153000,469578.96478600003,Tiltil,14755,Tiltil,5168,1838,1696,142,1494,60,,5902,250.3359859,11508.9,239.8835439,164,33,613,3466437.85,2361,294326.7613,571.0185,445.601,1016.6195,6672,277497,20037,,77,220,51362.00745,92.9998797,70.998109,60.4910735,3.8407265,58.568497,275.9185,24849,7684,235,111,32450.80376
335293.919273779,6314660.19282903,Estacion Colina,Pueblo,2834.57305492000,331168.71505800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353764.257588932,6277047.51237481,Pirque,Pueblo,2408.68324048000,168518.99983700001,Pirque,16565,Gran Santiago,5638820,20102,19653,449,17676,1055,,16565,222.9367395,40238.0415,473.49396,152,52,891,9152197.67,3508,345715.857,987.274,1719.447,2706.721,6028,308664,26077,283460,106,281,53718.3072,116.0000568,36.0007145,90.5923285,4.575253,27.451518,223.6275,,,,,49364.11446
335942.550665412,6277491.92764273,Bajos de San Agustin,Pueblo,5940.20886460000,866218.23047600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281358.66103714,6039942.96074685,Panimavida,Pueblo,4164.70214193000,667340.89864599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282426.986639337,6046830.40839844,Colbun,Pueblo,7523.45887959000,953309.82867800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252530.280436045,6057504.63043856,San Javier,Ciudad,10858.60852010000,3100980.65181000018,San Javier,37793,San Javier,20524,5002,4874,128,4019,310,,22675.8,842.935072,18386.2945,1093.1814215,819,174,2430,4567518.74,7577,559099.7905,1156.4658,1390.7824,2547.2482,18828,398561,18327,734811,265,614,111132.58408,605.99979503,213.001348,247.8275975,14.5767601,189.5092192,230.5373,55114,25274,464,,75991.20544
266872.318569999,6377446.56817823,Las Ventanas (Horcon),Pueblo,6298.07427486000,796821.32207700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314298.141011647,6196736.77469916,Guacarhue,Aldea,2578.61671932000,174731.53077600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329250.750739055,6205957.07326064,El Abra,Aldea,3534.36785011000,506742.36368000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290401.64885268,6163173.27852417,Cunaco,Pueblo,3189.88740810000,269334.45618300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236847.384569517,6242627.13835305,La Boca,Pueblo,2113.76534903000,160365.31262800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255554.813859442,6211577.7042551,La Estrella,Aldea,2338.22301571000,229783.16022300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321269.305112602,6187090.20350056,Malloa,Pueblo,4661.13978260000,455692.71980000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234643.842281402,6238429.96329472,Matanzas,Caserio,3227.81953978000,111666.95377300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238292.446512744,6239408.13276167,Navidad,Aldea,1481.43497840000,77245.45291130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325960.028349829,6184846.20243491,Pelequen,Pueblo,7185.58108127000,802128.97224300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319007.886330605,6196565.7888549,Quinta de Tilcoco,Ciudad,9070.97097143000,857299.26018500002,Quinta de Tilcoco,11380,Quinta de Tilcoco,5850,1642,1589,53,1202,150,,,,6295.416,268.80698,96,33,769,1353139.3,2114,128380.1498,282.224,220.772,502.996,2576,168138,13305,60350,69,141,38646.48,51.9999996,43.998494,25.262462,4.856984,36.921272,209.392,,,,,11380.38603
332862.362551048,6202986.34132547,Santa Amalia,Aldea,1332.43944016000,85148.10449090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259228.617100894,6190629.97593004,Marchihue,Pueblo,5662.77236149000,970654.02577800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220106.268346653,6186206.4131796,Bellavista,Aldea,2033.76608951000,203433.21473899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300416.24931292,6192305.33612352,Peumo,Ciudad,9282.92055857000,1155456.80553000001,Peumo,13948,Peumo,7392,1588,1520,68,1087,170,,,,8483.1736,96.85295928,166,52,783,1721515.25,4700,259431.9352,481.206,359.8584,841.0644,3710,71989,21392,199570,100,190,54210.71524,113.00000096,52.9996104,31.7833076,2.8886308,46.2292512,184.1136,31618,6991,363,898,15960.78063
287733.811765209,6203260.99586049,Las Cabras,Pueblo,7733.51078580000,1449707.93469000002,Las Cabras,20242,Las Cabras,6426,3069,2990,79,2775,100,,78943.8,,13137.058,258.9113736,180,66,1391,6906898.91,3719,214118.4742,510.0984,421.0336,931.132,5683,169958,20261,127193,130,303,51213.87936,89.0000256,90.9999352,52.4895302,5.7244376,78.2596204,206.4684,18949,5507,516,,22541.74417
266340.270815932,6376568.1520457,Las Ventanas (La Chocota),Pueblo,2350.23893494000,198231.02948800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285434.059814862,6407595.61087762,Placilla,Pueblo,4118.83691651000,273634.16207800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265461.008921991,6369112.69581569,Quintero,Ciudad,6172.60802481000,1829749.54682999989,Quintero,21174,Quintero,18719,1843,1780,63,1409,265,,23291.4,316.92840894,15501.4854,560.71949274,706,183,1371,2757212.76,4291,392641.0763,1463.1234,1325.4924,2788.6158,8461,301777,49119,146903,153,388,59491.74084,548.99989548,157.0009752,385.3964436,24.6804144,117.7041486,298.5534,,,,,131510.36976
271439.971176319,6383285.01176736,Maitencillo,Pueblo,8046.35687064000,1460300.85370000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270385.750051902,6400744.45131686,Papudo,Pueblo,6522.05030040000,886772.51180700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349960.628749101,6364096.08347529,Seor Pobre Bejares,Ciudad,2063.85866124000,183976.83707300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350028.913365491,6365780.45924622,Los Andes,Ciudad,23484.12175900000,6457024.85479000024,Los Andes,60198,Los Andes,63150,8654,8409,245,7162,843,19350.61,132435.6,586.178025,34674.048,1920.3192099,1656,726,3772,13884166.16,21465,1669284.967,4219.8798,4532.9094,8752.7892,24540,426912,169827,152979,413,998,191835.9765,1341.99943182,313.9987878,909.8987898,16.9577766,270.3311586,535.7622,96385,16447,3222,5532,158914.89509
264227.014163224,6353466.14902226,Concon,Ciudad,21653.72968660000,8160550.74713999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223438.704452671,6180309.02912437,Cahuil,Aldea,2874.07269041000,265665.67193200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313239.80327732,6157603.31050488,Chimbarongo,Ciudad,10704.96716200000,1895744.40287000011,Chimbarongo,32316,Chimbarongo,13795,3059,2933,126,2406,169,,,1139.54068788,12716.346,736.7207784,347,137,2315,3387342.29,10336,453999.1088,698.0256,717.4152,1415.4408,8389,212520,19601,274857,189,432,97557.80292,203.9995974,142.9983,122.865432,10.6384272,125.7674088,248.8332,32941,6994,349,224,29413.67732
322881.219199483,6208317.32718699,Copequen,Aldea,6005.93375813000,535482.60855999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340482.781306921,6228803.8506242,Graneros,Ciudad,12235.46539130000,3406481.93685000017,Graneros,25961,Graneros,21615,3075,2933,142,2331,328,,51922,442.6480305,13312.8008,520.35735141,460,179,1192,4764596.99,10387,486666.064,1165.6489,1061.8049,2227.4538,7454,,,,146,462,76192.9389,318.99994126,140.9993832,165.2054196,16.1399537,112.0346955,643.8328,47387,11580,1704,417,53648.91206
348236.987483775,6217005.82307687,Machali,Ciudad,13497.74341910000,3398234.13290000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249074.303981995,6190639.35607842,Alcones,Aldea,3911.55943508000,249417.95700699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265864.571115588,6184622.65553575,Poblacion,Pueblo,6156.15308947000,528461.00588900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282172.617533034,6177294.42425218,San Jose del Carmen,Aldea,2825.42284244000,230935.82306600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272311.685161523,6182025.24639055,Peralillo,Pueblo,5373.38477909000,1016449.35849999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256929.083361375,6167910.45904595,Pumanque,Aldea,5574.04515247000,501600.51231000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246998.773502976,6240616.17483902,Rapel,Aldea,3059.42466829000,441303.77418399998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309243.442588,6187234.60536434,San Vicente de Tagua Tagua,Ciudad,12818.00293010000,2109110.52526000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283329.687808104,6169506.60824265,Palmilla,Ciudad,5840.86285791000,614194.15213800000,Palmilla,12373,Santa Cruz,20691,1258,1209,49,1004,96,,,,,,40,27,865,988655.9,3662,144418.9434,,,,2872,87463,10453,50001,61,146,,,,,,,,,,,,6022.18789
332422.88444643,6213002.52663246,Olivar Alto,Pueblo,15945.56170630000,1241681.99509999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283396.088427051,6164753.27971791,Santa Cruz,Ciudad,17546.45862780000,2647975.34518999979,Santa Cruz,32387,Santa Cruz,20691,5329,5160,169,4309,449,,97161,817.512654,17395.0577,934.300176,417,274,2685,6030777.54,9921,666519.9145,1233.9447,1376.4475,2610.3922,8798,298180,23541,470047,224,460,117224.7465,250.99957387,165.9963298,79.7076457,6.7235412,151.733095,459.8954,58909,13421,2872,2277,53131.39893
298356.973955071,6163488.78239448,Nancagua,Ciudad,8458.20468770000,1779952.20027999999,Nancagua,15634,Nancagua,6846,3969,3870,99,3386,164,,,560.2240658,10429.4414,282.8315672,225,77,1003,1869888.36,7045,287901.2841,397.1036,403.3572,800.4608,4174,278734,18531,174732,100,234,49627.94424,133.9997957,90.997697,50.0162928,3.845964,81.758003,100.0576,29439,5558,290,,25578.57528
318988.963688874,6211024.10960758,Doihue,Ciudad,9509.20467601000,1586314.49744999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325959.431009468,6213794.37537542,Lo Miranda,Ciudad,11101.45134350000,1242838.22424999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290167.236408462,6195866.11806981,Pichidegua,Pueblo,13138.60200130000,1702118.22695000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291696.747213345,6154605.76055479,Chepica,Pueblo,9452.30523135000,1563998.81456000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248509.519123419,6221723.91531061,Litueche,Pueblo,4760.56402811000,508214.49771500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221316.477676062,6162431.07174097,Bucalemu,Pueblo,3398.54298856000,149894.60847300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248730.526161639,6161135.21853952,Nilahue Cornejo,Aldea,2900.54034097000,261246.66021999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321150.761753796,6273482.78191062,Talagante,Ciudad,18583.86225000000,5116672.97152000014,Talagante,59805,Talagante,49957,6680,6538,142,5528,748,,149512.5,759.68437545,23114.6325,1662.531156,1196,374,2889,8628992.72,16601,1328829.5483,3588.3,4210.272,7798.572,30828,524114,95645,817957,318,979,211343.6934,712.0000548,483.9958845,412.905681,124.6156785,282.7161765,962.8605,112703,33940,3877,2963,148666.52535
332748.705234684,6284340.9250636,Padre Hurtado,Ciudad,21061.04272050000,6890486.89551999979,Padre Hurtado,38768,Gran Santiago,5638820,,,,,,,15507.2,640.2302592,29017.848,1798.7421568,708,125,1545,9173508.6,5607,887165.7726,1791.0816,1612.7488,3403.8304,19883,302538,79450,616107,206,705,135599.99664,480.99961584,226.9943936,340.2240912,57.7875808,143.5423968,1248.3296,61769,21804,1940,,106572.01165
328089.240864882,6257791.20360279,Valdivia de Paine,Pueblo,3692.25748075000,276637.70082400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338795.009934985,6266225.58401328,Buin,Ciudad,10145.14065280000,3209955.76486000000,Buin,63419,Gran Santiago,5638820,8334,8145,189,6792,685,,139521.8,893.4151625,33193.5046,1633.67344,964,466,3461,25866201.29,33630,2495196.766,3405.6003,3545.1221,6950.7224,22920,469767,94002,1300313,396,1268,175569.1596,644.00028511,319.9932483,360.029663,54.2803221,226.6785317,1236.6705,132397,36249,3413,1883,168901.47934
338424.725235211,6251251.11004785,Hospital,Pueblo,3787.82841311000,402446.61546399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344162.564020285,6265866.35122772,Alto Jahuel,Pueblo,4623.37070041000,571257.29929899995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294833.806955702,6283385.82371548,Bollenar,Pueblo,3052.20381466000,486864.27198199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324183.52000206,6264320.66453919,Isla de Maipo,Pueblo,3617.57194753000,557635.30144700001,Isla de Maipo,25798,Isla de Maipo,12295,3226,3111,115,2581,243,,85133.4,495.1487534,15231.1392,525.4639832,535,89,1202,4331529.1,7096,498222.5462,967.425,1171.2292,2138.6542,12725,263310,15925,328648,155,494,69731.994,342.99963082,191.9990352,206.5413678,29.2342936,147.1234142,461.7842,29306,10294,264,,37670.78446
339427.961153054,6257551.44556073,Paine,Ciudad,13587.77674720000,2593192.74843000015,Paine,50028,Paine,19620,6016,5749,267,4718,434,,30016.8,755.47182744,27935.6352,699.1513056,617,219,2965,11554921.9,15656,1211588.2094,2296.2852,2101.176,4397.4612,16519,319018,47383,634053,255,978,156950.343,416.99988924,199.9969356,244.6019004,26.0345712,146.9472444,880.4928,36040,10907,407,,72648.62749
365034.810856863,6283728.30844036,Las Vertientes,Pueblo,2411.89730653000,285276.04330700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302239.536693013,6302585.3547185,Curacavi,Ciudad,5833.97938646000,1571551.35543000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363864.537058734,6282533.56970175,El Canelo,Pueblo,3593.47514777000,641488.53122000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330285.825132241,6290362.69722168,El Maiten,Pueblo,3669.99248903000,375514.63683899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347464.677419833,6294934.26452115,Santiago,Ciudad,427491.44426199998,582104090.09800004959,Santiago,200792,Gran Santiago,5638820,64732,64170,562,60946,2143,399373.1,2027999.2,1007.373464,560028.9672,6245.7154768,16204,7391,49492,2998493746.09,904499,205094775.8498,21223.7144,44375.032,65598.7464,70690,2972133,685062,2975509,1512,4772,861865.52536,10187.99934344,6015.9893496,5104.8153328,2621.7813024,1987.640008,5441.4632,264381,55611,12258,24094,10603.43612
258703.198237765,4263179.74477325,Puerto Natales,Ciudad,9583.08882583000,4531643.42674999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408852.372735164,4094073.61038996,Porvenir,Pueblo,9550.46059962000,2618156.62379000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208611.43457253,5040591.21109064,Puerto Cisnes,Pueblo,6276.74486449000,801349.40995300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201535.02329812,4958534.75739687,Puerto Chacabuco,Pueblo,4350.75993317000,605596.62724099995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273693.122236225,4869197.95485692,Puerto Ibaez,Aldea,3796.50050569000,574163.02790600003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330656.391073333,6296641.85298732,Lomas de Lo Aguirre,Ciudad,2790.69677921000,354249.20447300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372469.418350051,4109757.70441949,Punta Arenas,Ciudad,37304.94242770000,23825195.24199999869,Punta Arenas,119496,Punta Arenas,116005,28887,28333,554,24771,2374,33488.13,477984,555.8834424,64515.8904,2572.22429256,1825,928,7810,37377777.25,44471,3403258.4573,6882.9696,12248.34,19131.3096,50735,922833,26213,2130421,796,1732,520878.28416,1174.0004016,650.9903088,690.3403416,52.7933328,565.1802312,6918.8184,165333,58893,3169,,355917.69964
211091.586015003,4965903.27463694,Puerto Aysen,Ciudad,12740.24948710000,2492095.32261000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508845.651107655,7513655.59235907,Calama,Ciudad,7266.15944592000,1085889.28432999994,Calama,138402,Calama,136600,33236,31931,1305,24627,4272,124119.07,152242.2,160.477119,64398.4506,4381.0253487,3066,1187,6344,46853067.17,32200,4538646.5916,11404.3248,10933.758,22338.0828,44341,1099776,206834,3206887,598,2893,499827.75084,1990.99996326,1074.9960144,1330.8321114,146.2632336,832.349628,13148.19,100945,26479,3026,3979,392271.07453
211559.707502824,4964731.88245769,Puerto Aysen,Ciudad,5410.58389811000,1123116.02789000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261405.650243445,4948377.77441751,Cohaique,Ciudad,17677.87999530000,6317037.64714999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291073.4356476,4842182.69263161,Chile Chico,Pueblo,5641.87530394000,1283623.40552000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132896.51988737,5925003.57981974,Talcahuano,Ciudad,83548.16591300000,31005191.85110000148,Talcahuano,163626,Gran Concepción,848023,22991,22249,742,19419,1606,90361.55,572691,1328.3240493,73140.822,5330.6978223,3865,2753,7795,88464770.8,54949,9252783.8769,12353.763,14529.9888,26883.7518,51566,1013318,224715,3354143,952,2084,632015.24256,1311.76182558,1214.3667216,887.0001834,414.8900856,697.7667144,3272.52,282743,91222,5988,1714,395515.83169
260653.650414375,6333048.73967,Placilla de Peuelas,Ciudad,10517.48606580000,2821870.15591000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
