X,Y,NOMBRE,TIPO_AREA,SHAPE_Leng,SHAPE_Area,conb_Conurbacion,conb_Pob_Conurb_2002,conb_vehicle,conb_motor vehicle,conb_Non-motorized vehicle,conb_private transport,conb_public transport,conb_CO2(movil transport sources),conb_Green spaces,conb_Iliteracy,conb_Municipal spending(M$/hab),conb_Unemployment,conb_Crime reports,conb_Arrested person,conb_Companies,conb_Sales,conb_workers,conb_Income(workers),conb_Professional technicians,conb_University Professional,conb_Professionals,conb_Solid Waste,conb_Municipal spending for Power Consumption,conb_Municipal spending for Water Consumption,conb_Municipal Spending cleaning services garbage collection landfill,conb_Deaths,conb_Birthrate,conb_Year of scholarship,conb_Offence Against Property,conb_Offence Against the Person,conb_Burglary,conb_Robbery,conb_Injuries,conb_Indigenous,conb_Emergency attendence,conb_Respiratory Diseases,conb_Cardiovascular Diseases,conb_Hospitalizations,conb_Street length
-73.7740031376086,-42.6229554098037,Chonchi,Pueblo,7421.02000,2000714.38871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6126943724364,-43.1173085588844,Quellon,Pueblo,10637.84360,2252900.57585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4287664086906,-39.8706922545055,Corral,Pueblo,6009.99457,326906.74660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7049219284066,-41.744757227774,Carelmapu,Pueblo,5178.91453,578125.63728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.9482521059046,-38.7456315758087,Nueva Imperial,Ciudad,14773.03528,3904419.57490,Nueva Imperial,14980,3399,3275,124,2605,240,,32993.40000,1195.20391,15812.83680,463.25733,449,79,1142,1324734.84000,1798,209106.07890,578.88420,1208.75820,1787.64240,5890,214357,26778,372935,239,480,93914.21340,172.21145,163.97420,87.91541,5.08698,145.31193,7561.48740,29352,10825,420,1382,48538.02019
-71.6928823719797,-38.8528546513427,Mellipeuco,Pueblo,5382.48553,1189164.86873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.705710491136,-37.7976165959694,Angol,Ciudad,21408.29495,6912992.76631,Angol,43801,5043,4867,176,4160,396,10434.90000,78393.60000,1237.61544,24963.46200,1288.16364,667,203,2420,8489458.76000,15306,1192680.70500,1097.51040,3101.44680,4198.95720,13913,530553,45594,413670,314,784,168536.44080,425.00012,242.00104,171.59869,15.59543,217.41975,1876.54680,116566,47440,1930,2748,128762.17580
-71.8875148115653,-38.4398586287046,Curacautin,Ciudad,12092.66243,3712002.31843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.6252929571886,-38.9563637989776,Freire,Pueblo,11511.55296,2298426.96640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3918253986868,-38.985418278843,Radal,Aldea,3257.24390,568289.83623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.5853195302031,-39.3623828588049,Curarrehue,Pueblo,7017.76573,898285.87932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.027786873532,-38.9319066467971,Cunco,Ciudad,11147.24558,2020889.03216,Cunco,7316,1849,1792,57,1524,125,,50498.10000,467.37114,8934.42310,361.83572,112,23,747,2692040.18000,1061,127162.86750,314.21040,555.47910,869.68950,11453,121840,17142,186110,139,192,58757.34480,54.99973,56.99739,29.48528,1.96382,52.09534,1191.38110,,,,,32178.09227
-73.1598770090068,-38.7124964105975,Carahue,Ciudad,10391.24623,2368622.41316,Carahue,9459,1637,1589,48,1279,96,,28265.60000,770.60248,14605.60640,557.12012,398,64,893,867991.61000,558,108197.00970,334.04800,750.32320,1084.37120,8888,183171,43520,252184,173,338,64324.28288,202.00011,195.99624,109.30821,1.96831,187.10542,3348.18880,,,,,32517.58671
-73.3196658326625,-38.6323453879636,Trovolhue,Pueblo,8437.85242,908077.87471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.6745848374937,-39.1047754373169,Gorbea,Ciudad,16305.47907,4210816.67931,Gorbea,7852,1332,1281,51,1120,48,,74587.80000,346.48925,9626.39280,641.00512,292,59,846,1417428.07000,3121,156162.59270,375.98340,506.89260,882.87600,13695,115502,12822,138952,129,172,41287.39170,163.99985,127.99875,78.83017,25.62015,98.53657,907.23120,,,,,40872.80403
-72.675662427219,-39.2367686985494,Lastarria,Pueblo,6943.21305,965152.39237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.2925171890599,-39.0017873894791,Choroico,Aldea,1460.25879,91487.30750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4608783344338,-37.6279197177632,Los Alamos,Ciudad,9229.65625,1946771.96078,Los Alamos,13035,,,,,,,33537.60000,,,,227,78,579,1435325.60000,2194,183911.78720,,,,6222,141524,15150,41882,127,322,60521.39400,116.99983,109.99774,62.38180,0.95955,103.64795,1723.46000,,,,,
-73.4107708033291,-37.6157450828227,Cerro Alto Tres Pinos,Ciudad,16272.59060,1998566.79799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.93526368019,-36.9737035703336,Hualqui,Ciudad,11086.05188,2488381.07047,Hualqui,13724,2411,2287,124,1870,173,3447.61000,20644.80000,606.44081,10844.15040,702.25727,367,77,600,965563.08000,1058,117308.61790,585.56160,679.40160,1264.96320,6586,182546,17716,272761,120,363,62578.51776,224.99979,142.00056,168.56479,6.66639,119.99696,350.96160,8832,11711,354,,44016.78989
-72.7110380739314,-37.2770235307654,Laja,Ciudad,8838.84517,2113004.59081,Laja,19537,1858,1772,86,1498,140,,17923.20000,418.38126,17670.03480,923.81281,289,93,818,1903605.24000,4779,305790.45460,862.55400,884.95800,1747.51200,4163,241941,24779,349299,132,305,89284.42080,155.99972,132.99687,88.03204,1.99844,129.04704,474.96480,37235,9909,1002,3,37088.69165
-73.3445759058801,-37.4775227720391,Curanilahue,Ciudad,16477.23224,4699848.51226,Curanilahue,30126,2418,2295,123,1699,318,,19165.80000,923.98322,25327.60470,1334.64243,464,341,1262,4347825.16000,5543,579902.68440,817.74080,1108.42210,1926.16290,11956,276377,15660,277041,192,528,87014.64858,272.99989,190.99997,87.28744,16.85952,170.61076,1661.03600,66679,16655,1207,4210,73356.99299
-72.9883651358133,-36.7324264106252,Penco,Ciudad,22896.75958,6166576.69690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9501706362077,-37.2915780296037,Tucapel,Pueblo,6076.50684,1053308.76685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4023522606846,-37.0346625192298,Cabrero,Ciudad,10427.70639,3216231.64892,Cabrero,18037,2656,2442,214,1991,93,,27810.20000,904.16623,16567.29460,969.61526,245,166,1075,3404244.63000,4693,456755.29970,594.12700,573.90140,1168.02840,8868,352804,19484,415848,135,369,78171.94400,122.00006,122.99693,74.10660,3.79736,112.11303,401.98380,38225,11672,541,,54181.97306
-72.944829334277,-37.174695873495,Santa Juana,Ciudad,7493.79989,1855265.64527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5371315510998,-36.6046113112319,Nipas,Pueblo,5077.48979,635442.59752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.084490466756,-36.5453775039938,Villa Illinois,Pueblo,4801.15848,480874.35271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.550413833305,-36.555389287579,San Fabian de Alico,Pueblo,3705.03323,643116.07881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.8933474742974,-36.7037692404941,Pinto,Pueblo,5298.37258,1252001.98437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5390961754064,-37.1456534125226,Estacion Yumbel,Pueblo,4413.84177,642552.86241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5607491739103,-37.0996518259932,Yumbel,Ciudad,9824.40215,2237256.57253,Yumbel,8302,1965,1907,58,1644,138,,22547.80000,568.41979,17162.97540,519.95452,262,136,688,1198088.48000,1625,181922.31450,563.69500,592.39220,1156.08720,6095,237244,30786,341241,173,217,59317.11240,149.99985,111.99697,70.46188,3.97046,102.21943,200.88040,30781,9580,731,11428,33905.94248
-71.9821258851846,-37.4726665158992,Quilleco,Pueblo,5136.29980,1099464.72568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9797537595229,-37.4041972085449,Villa Mercedes,Pueblo,2872.73807,505366.03297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5416696533813,-36.2799056842349,Quirihue,Ciudad,6854.26352,1430707.57648,Quirihue,7952,986,943,43,719,64,,4571.60000,383.50695,8928.33480,213.05942,130,110,453,999217.16000,1720,152410.42230,316.58330,340.58420,657.16750,2429,69030,32899,113171,94,114,36279.76044,72.99988,56.99985,38.39458,2.95211,51.19392,91.43200,21108,6678,776,1573,23700.43793
-72.2142408627505,-36.5025399951918,San Nicolas,Pueblo,4437.19402,902489.43176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.0224296182768,-37.6681319410268,Santa Barbara,Ciudad,5842.56363,1073795.00846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6771416161649,-37.3291361696977,Antuco,Pueblo,4682.35462,740509.49772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.9302857174738,-36.5301778144447,Dichato,Pueblo,2700.67853,487682.69849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.7021013055496,-36.4887206458138,Coelemu,Ciudad,6352.25658,1122565.60522,Coelemu,9845,2130,2030,100,1600,193,,,466.31367,9046.12500,328.53918,177,126,973,1851512.70000,2407,221230.04770,368.27780,498.54200,866.81980,4642,115612,24663,288616,123,197,49672.15176,80.99989,95.99989,34.98317,,94.95134,210.67420,26515,8300,28,927,22518.40897
-72.5830493463993,-37.6781563590274,Renaico,Ciudad,8422.48721,3329463.58520,Renaico,5355,853,794,59,660,33,,,287.62784,5059.65040,279.13597,110,26,390,405775.52000,739,74292.37990,138.74560,277.49120,416.23680,5551,82744,20299,97403,59,129,23885.69400,68.00004,41.99975,25.71540,0.98856,39.56258,188.03680,,,,,19399.78766
-72.6704952344584,-38.2508555657746,Traiguen,Ciudad,10704.28109,4801655.08227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3182274000079,-38.1342704690776,Pailahueque,Pueblo,4382.67987,812716.22548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4772572845834,-37.7912557875278,Mininco,Pueblo,5501.18959,1383663.29229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4915424138382,-38.3418953619632,Tirua,Pueblo,3130.56341,519825.18056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.427238119869,-36.5293979553432,Portezuelo,Pueblo,4202.01121,844301.10586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.129289219866,-36.8492956501092,San Pedro,Ciudad,34816.40227,22338906.39160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.0139507407715,-37.1232245931421,Yungay,Ciudad,10035.07743,2593222.02875,Yungay,9288,2416,2346,70,1960,145,,,347.79423,15806.84140,608.09647,258,114,792,3752229.96000,2625,310741.32410,507.78280,583.44580,1091.22860,5475,172607,18829,81731,130,208,53962.17904,148.00002,110.00055,45.64833,5.82605,95.18069,201.76800,18484,5497,723,848,28081.01509
-72.1955558376492,-37.1334226005149,Campanario,Pueblo,13090.50521,2919256.15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9593109217934,-36.4256142349999,San Carlos,Ciudad,14510.50522,6058379.39169,San Carlos,29359,5048,4842,206,3946,424,,75132.00000,1526.95271,19013.40480,1328.28467,601,243,3519,16223492.26000,8867,1060720.72500,1217.13840,2183.83680,3400.97520,15415,366766,52063,567907,370,641,159207.71330,404.99955,195.99935,213.65537,14.76594,170.32925,415.73040,117603,34960,2797,2072,71303.32725
-72.0324138172348,-36.8003645261349,San Ignacio,Pueblo,6413.29701,1814395.44297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.7953037708566,-36.1347210498945,Cobquecura,Pueblo,5623.62469,674092.62845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6573949948939,-36.8433495005087,Recinto Los Lleuques,Pueblo,7236.43427,859882.96223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3182908590019,-37.2479866434262,Arauco,Ciudad,14146.69507,2550704.94490,Arauco,16291,3631,3419,212,2797,202,,34873.00000,974.21527,24693.57130,987.29996,515,168,1603,23219682.71000,9695,1247243.74900,1210.09310,1398.40730,2608.50040,12357,351581,53472,372373,194,512,117703.00090,242.99960,271.99894,109.84646,9.46453,238.62548,1234.50420,47231,13345,809,1171,52249.94643
-73.2402033721624,-37.2589313028624,Carampangue,Pueblo,10367.38904,907356.79661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1881998323935,-37.1712769348966,Laraquete,Pueblo,8309.74482,1096327.65869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3484585113992,-37.4693590503359,Los Angeles,Ciudad,28018.63311,15761478.21810,Los Angeles,138856,25894,24834,1060,20501,1896,54850.87000,560474.30000,883.06438,19834.05270,922.87793,3672,2489,10913,67253120.00000,70216,6174185.82200,646.67790,799.90680,1446.58470,62481,1837482,82795,2716802,1238,3321,596151.66880,2621.00031,1050.97951,1440.55097,174.88864,755.63883,2320.71240,45237,14250,440,941,52909.85435
-72.4677789915831,-36.7460402205748,Quillon,Pueblo,11990.25022,5483707.17113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.2404649143123,-37.7210328122084,Mulchen,Ciudad,9691.03152,3928739.08695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4006138720451,-36.3959156916162,Ninhue,Pueblo,5282.80153,946423.29906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5969377522187,-41.6236395688322,Maullin,Pueblo,7501.27386,1529896.49850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6532483561173,-42.3783750610907,Dalcahue,Pueblo,6131.93999,1158034.90726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0825861320789,-41.3260680797941,Nueva Braunau,Pueblo,3036.61341,295029.39815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.7083185635017,-42.9190565611973,Chaiten,Pueblo,5738.32494,1291327.30389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.8670553035419,-43.1852847852962,Futaleufu,Pueblo,3040.17702,537181.58848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0086245643544,-40.41176411702,San Pablo,Pueblo,6507.58429,1584274.60978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1607797677583,-40.9504109440489,Corte Alto,Pueblo,4647.05931,679115.56919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4789540106523,-40.322138830233,Lago Ranco,Pueblo,5751.52865,944385.69460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.8700648748843,-40.0708838994965,Paillaco,Ciudad,7442.34980,2395111.50592,Paillaco,9973,1459,1405,54,1171,131,,113498.30000,457.07112,12900.33220,323.12389,203,172,1021,2032173.33000,1916,212206.12550,507.85680,523.24640,1031.10320,5868,156656,25441,294319,146,274,58465.09040,128.99986,74.00089,62.67799,1.95640,57.78218,744.47190,37353,12714,621,1133,27051.31592
-72.9135357244342,-41.3990293270148,Alerce,Pueblo,5771.53458,1521616.82034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.47306695767,-42.8896983681316,Queilen,Pueblo,5364.57890,963246.11081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1333652168257,-41.7758405889357,Calbuco,Pueblo,8316.40317,1499913.49598,Calbuco,12165,1150,1109,41,915,117,,15535.00000,1270.26588,18262.94600,242.40907,344,316,967,3703294.72000,3238,413770.01770,695.96800,742.57300,1438.54100,17257,94841,14353,337008,203,465,103525.24000,176.99989,167.00125,103.48796,7.66497,146.61001,2460.74400,42877,13649,94,774,
-71.6482489692588,-33.3105307333381,El Yeco,Pueblo,2566.64506,200585.09635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6977766841589,-33.1934590292672,Quintay,Pueblo,2375.48321,196061.98041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.2758981501987,-32.5656600714902,Catapilco,Pueblo,2405.63998,290212.44799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.9352414990954,-32.2523304762663,Petorca,Pueblo,4027.06659,303953.74240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.7166322449395,-32.6268869431093,Putaendo,Ciudad,4589.53497,623566.85082,Putaendo,7214,1809,1786,23,1561,133,,21973.50000,372.03772,10720.13820,230.76394,263,32,871,958404.20000,1910,127284.27800,459.97860,524.43420,984.41280,5664,145411,11393,50704,126,206,53584.57710,141.99993,120.99928,77.59429,3.83218,89.08789,95.21850,,,,,13555.26696
-70.5820618575359,-32.8003503453532,San Esteban,Pueblo,4450.39556,399249.49463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.2139460182004,-32.6884972753288,El Melon,Ciudad,5770.97023,911865.77812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.0042908242705,-39.5701905373382,Conaripe,Pueblo,6376.91143,968873.02738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3347865162297,-39.6433308190056,Panguipulli,Ciudad,9613.93820,1523272.11606,Panguipulli,11142,2534,2415,119,2030,154,,,759.62259,20745.71550,911.54711,437,167,1482,3759614.76000,3038,357303.71840,618.87780,968.24430,1587.12210,9798,164218,42601,490989,254,418,94089.72213,249.00016,187.99578,144.13198,10.71391,171.40253,3713.26680,52090,20032,893,1716,34483.59943
-71.565781791692,-33.1292277892088,Curauma,Ciudad,22490.79899,4964663.58195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.2313108597488,-32.4515207387098,La Ligua,Ciudad,7441.22156,1516333.97989,La Ligua,17048,4167,4125,42,3520,259,,35185.70000,726.58470,17074.66060,665.00973,444,173,2810,3561405.79000,4709,381183.00490,1452.20980,1244.29430,2696.50410,12550,443686,26075,521899,199,442,107812.18350,317.00013,127.00118,223.26606,10.45015,105.45474,211.11420,,,,,59889.79296
-70.7236751004858,-32.7485293957416,San Felipe,Ciudad,16085.20082,6000964.64092,San Felipe,53358,9764,9529,235,7793,944,18741.09000,173140.20000,874.19769,31004.92100,946.63122,1590,350,4619,13456384.06000,32671,2259243.40200,3488.45440,4617.07200,8105.52640,25469,686938,200658,838527,396,1166,253748.50580,1049.99977,539.99863,606.93335,30.34442,293.97282,436.05680,110465,25479,1534,3251,167557.08280
-70.6574394950346,-32.7467854015681,Santa Maria,Ciudad,5197.22948,434201.63703,Santa Maria,6443,1682,1634,48,1362,74,,14094.30000,251.73778,6024.67260,247.45491,232,26,762,1617938.64000,4671,234330.28410,367.73310,397.20300,764.93610,4843,165829,19704,2902,80,270,44892.13932,132.99997,98.99836,67.16959,0.95969,71.00580,180.66330,,,,,13828.23275
-71.4048604064829,-33.3186797901164,Casablanca,Ciudad,12726.48802,3492048.91015,Casablanca,14437,2897,2494,403,1886,142,,91870.80000,471.92061,22283.04380,289.77582,343,186,1312,32912652.71000,5304,980390.61530,1113.38660,909.95840,2023.34500,9606,515234,34305,213971,128,327,72253.32184,244.00010,98.99735,117.40869,6.46814,79.50543,201.24080,39182,12249,2790,3,54071.88289
-70.9575183078347,-32.8403981852922,Llaillay,Ciudad,9849.74211,2078433.85664,Llaillay,16215,3410,3263,147,2756,210,,,581.27906,9267.96080,852.38314,421,46,1168,2608821.21000,5434,358327.19140,796.49920,861.43120,1657.93040,7895,196109,33757,26683,151,367,60269.88240,228.99980,191.99960,114.15262,5.80492,132.53703,155.83680,,,,,43419.69614
-70.6239020715821,-32.8561185306615,Calle Larga,Pueblo,6187.57159,619756.34097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.6877405127585,-32.7852576034253,Curimon,Pueblo,3154.29852,309211.86306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.2256827171524,-32.8256067496901,La Cruz,Ciudad,2593.65343,252707.01935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.8357204010858,-32.7695273842201,Panquehue,Pueblo,3555.56193,393220.87335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.3188166807663,-32.4402431895438,Pullalli,Pueblo,3280.46459,380983.40578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.2802341815459,-32.9386104820389,Saladillo,Pueblo,3577.85344,189618.58763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6652822350352,-33.1031003650416,Laguna Verde,Ciudad,5168.27325,723227.67746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6883727381559,-33.4072422617488,El Quisco,Ciudad,26485.77896,11390751.13890,El Quisco,18581,28772,28624,148,27989,492,,32226.50000,233.63189,67138.38960,507.33057,937,428,1858,4397521.38000,3043,333020.81760,1363.65250,1516.13550,2879.78800,12372,825869,77114,249348,181,350,91806.38358,761.99982,174.99917,579.21420,17.16896,134.99876,622.79150,88407,23783,777,,627333.33860
-71.197555664126,-32.7845334692945,La Calera,Ciudad,26878.95498,7123652.19388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.6683399925144,-33.368574234308,Algarrobo,Ciudad,24956.00635,4922284.83620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
